"Submission Date","0 - Nulis","1 - Vienas","2 - Du","3 - Trys","4 - Keturi","5 - Penki","6 - Šeši","7 - Septyni","8 - Aštuoni","9 - Devyni",Vardas
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2e2b107d_16946879706502e2e2b6bc9.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2e648ff1_16946879746502e2e64e511.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2e9432ca_16946879776502e2e94879c.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2ec311d2_16946879806502e2ec386e4.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2ef072fa_16946879836502e2ef0c199.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2f1e18ac_16946879856502e2f1e6764.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2f4e9bdd_16946879886502e2f4ee91f.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2f7c362f_16946879916502e2f7c80f2.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2fa7964b_16946879946502e2fa7e363.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502e2fd78b07_16946879976502e2fd7e1fd.wav,Robertas_2
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dce7d4176_16946864396502dce861da3.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dceb8d16b_16946864436502dcec1abbc.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcef407a5_16946864476502dcefc1fd8.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcf303224_16946864516502dcf384d1e.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcf71bff5_16946864556502dcf7a40fb.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcfb8cdee_16946864596502dcfc20346.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcffaa394_16946864636502dd003ed74.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dd0400939_16946864686502dd0489668.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dd08477ba_16946864726502dd08ccac3.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dd0c8fb1e_16946864766502dd0cc518d.wav,Jokubas_1
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcb125fb7_16946863856502dcb12b8cc.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcb415c5a_16946863886502dcb41affe.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcb6c5295_16946863906502dcb6c9f87.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcb97ba2a_16946863936502dcb980c06.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcbc0c091_16946863966502dcbc10af5.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcbeb47c4_16946863986502dcbeb98cf.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcc177862_16946864016502dcc17c77d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcc4474c3_16946864046502dcc44bfaf.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcc6e0962_16946864066502dcc6e5b04.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dcc9912e8_16946864096502dcc996cf0.wav,Jokubas_2
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc528577d_16946862906502dc528a7bb.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc557a147_16946862936502dc557f370.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc5862c59_16946862966502dc5867d0b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc5b50b26_16946862996502dc5b55c4b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc5e33ff1_16946863026502dc5e38fbb.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc60e232b_16946863046502dc60e8aef.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc638e660_16946863076502dc6393ac7.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc66764a9_16946863106502dc667b87e.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc694d315_16946863136502dc69534cd.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc6c8d4d7_16946863166502dc6c93cb9.wav,Jokubas_3
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc1b0274c_16946862356502dc1b09178.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc1e2567c_16946862386502dc1e2a815.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc2109395_16946862416502dc210f117.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc23c5913_16946862436502dc23cb62a.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc26cfced_16946862466502dc26d5df0.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc29a4b72_16946862496502dc29aae72.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc2c8ee90_16946862526502dc2c93f5d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc2fd56d1_16946862556502dc2fdb11c.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc32bce6d_16946862586502dc32c1e28.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dc35a1f33_16946862616502dc35a6bef.wav,Jokubas_4
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbe3875a0_16946861796502dbe38c2ca.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbe6cb41e_16946861826502dbe6d1125.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbe993b40_16946861856502dbe9989a6.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbec4a1fa_16946861886502dbec4f6c3.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbef2f95c_16946861916502dbef343ac.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbf215449_16946861946502dbf21ab6a.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbf53bc1a_16946861976502dbf54108f.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbf87bf22_16946862006502dbf8811ae.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbfb6b411_16946862036502dbfb704f2.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbfe9960d_16946862066502dbfe9f71e.wav,Jokubas_5
"Sep 14, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502db966bf26_16946861026502db9670f54.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502db9c72193_16946861086502db9c76e9d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dba168cf6_16946861136502dba16d8fc.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dba476628_16946861166502dba47c12d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dba75276c_16946861196502dba75788a.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbaa6660c_16946861226502dbaa6cb68.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbada8b79_16946861256502dbadad8d6.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbb0ed9d0_16946861286502dbb0f2c81.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbb441d72_16946861326502dbb446b61.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502dbb7affb2_16946861356502dbb7b507b.wav,Jokubas_6
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e88266df_169463360865020e882ca49.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020ea9b8b27_169463364165020ea9be412.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020efe2b5e5_169463372665020efe3104a.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f103b522_169463374465020f1040b6b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f31b6cbf_169463377765020f31bbb66.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f508dc7a_169463380865020f5092e5f.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f74dc662_169463384465020f74e15bd.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f8ebc7c2_169463387065020f8ec163c.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020f9e45b6d_169463388665020f9e4a907.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020fab40351_169463389965020fab452fb.wav,Aurimas_1
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020eb235406_169463365065020eb23b99d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020ebc63a4d_169463366065020ebc69dd9.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e796b488_169463359365020e7971ce0.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e80d42df_169463360065020e80da41e.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e87dce30_169463360765020e87e42af.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e8ebbe02_169463361465020e8ec1f64.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e957cad2_169463362165020e9582005.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020e9bb0b85_169463362765020e9bb6735.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020ea2a3368_169463363465020ea2a8a96.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020ea9cf605_169463364165020ea9d4502.wav,Matas_1
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020972a4d61_169463230665020972aa0d7.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/650209781ee74_16946323126502097824190.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502097d203a2_16946323176502097d255cf.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/650209815f2ea_169463232165020981647f5.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502098584348_16946323256502098589e7b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502098993f0d_16946323296502098999f59.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502098e0d9bf_16946323346502098e12e91.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/65020991f2390_169463233765020992039f7.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/650209967538d_1694632342650209967ae3d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6502099a62a60_16946323466502099a67af7.wav,Linas_1
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f8526a32f_16946279226501f8526fa96.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f84d73760_16946279176501f84d78625.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f8396020a_16946278976501f83965083.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f82c3c910_16946278846501f82c4282c.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f8215ec66_16946278736501f82164f2b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f7e2bceed_16946278106501f7e2c35ea.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f7e726442_16946278156501f7e72becd.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f7ebcf2f3_16946278196501f7ebd5321.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f7f0a6874_16946278246501f7f0abc98.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f7f615fc4_16946278306501f7f61c733.wav,martynas_1
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e63c418c7_16946232926501e63c47f65.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e67194f34_16946233456501e6719aac0.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e6989141a_16946233846501e6989725b.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e6e76cce7_16946234636501e6e7729de.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e712bd58b_16946235066501e712c55f0.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e74621918_16946235586501e746283e8.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e77628588_16946236066501e7762dfa1.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501e7a5d96a8_16946236536501e7a5df25f.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f1a869fcc_16946262166501f1a8707b8.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501f2095ddf0_16946263136501f209662e0.wav,Eimantas_1
"Sep 13, 2023",https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d03f94ee7_16946176636501d03f9a879.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d0052f21e_16946176056501d00534a8a.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d007ba2d8_16946176076501d007bf72f.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d00ad0a67_16946176106501d00ad5c31.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d00ddd23b_16946176136501d00de21b8.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d010945df_16946176166501d0109948e.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d013b2745_16946176196501d013b84ad.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d01692ba6_16946176226501d01698e0e.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d01992d1a_16946176256501d01997e9d.wav,https://eu.jotform.com/widget-uploads/voiceRecorder/232493385305054/6501d01cc5bc4_16946176286501d01ccb5eb.wav,Jokubas_7
